ime,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°)
23:46:52.159,eb:33:2e:f9:57:b5,,-1.01807,-0.092773,0.063477,,-0.061035,0.305176,,,,,,,-54.1956,82.6996,19.9127
23:46:52.227,eb:33:2e:f9:57:b5,,-1.01953,-0.09082,0.064941,,,0.12207,,,,,,,-54.1956,82.6996,19.9127
23:46:52.255,eb:33:2e:f9:57:b5,,-1.01025,-0.094727,0.067871,,,0.12207,,,,,,,-54.1901,82.6996,19.9182
23:46:52.287,eb:33:2e:f9:57:b5,,-1.01758,-0.092285,0.063965,,,0.061035,,,,,,,-54.1901,82.6996,19.9237
23:46:52.369,eb:33:2e:f9:57:b5,,-1.01416,-0.093262,0.06543,,,0.183105,,,,,,,-54.1901,82.6996,19.9182
23:46:52.382,eb:33:2e:f9:57:b5,,-1.01709,-0.092773,0.066895,,,0.061035,,,,,,,-54.1901,82.6996,19.9237
23:46:52.414,eb:33:2e:f9:57:b5,,-1.01904,-0.092285,0.063965,,,0.061035,,,,,,,-54.1846,82.6996,19.9237
23:46:52.498,eb:33:2e:f9:57:b5,,-1.01465,-0.094238,0.063965,,-0.061035,0.12207,,,,,,,-54.1846,82.6996,19.9292
23:46:52.518,eb:33:2e:f9:57:b5,,-1.01758,-0.091797,0.067383,,,0.183105,,,,,,,-54.1846,82.6996,19.9237
23:46:52.559,eb:33:2e:f9:57:b5,,-1.01416,-0.093262,0.062012,,,0.12207,,,,,,,-54.1791,82.6996,19.9292
23:46:52.621,eb:33:2e:f9:57:b5,,-1.01416,-0.091309,0.06543,,,0.244141,,,,,,,-54.1901,82.6996,19.9237
23:46:52.637,eb:33:2e:f9:57:b5,,-1.01953,-0.09082,0.070312,,,0.12207,,,,,,,-54.1846,82.6996,19.9292
23:46:52.669,eb:33:2e:f9:57:b5,,-1.01562,-0.094238,0.060059,,,0.12207,,,,,,,-54.1736,82.6996,19.9402
23:46:52.701,eb:33:2e:f9:57:b5,,-1.0166,-0.091797,0.06543,,,0.12207,,,,,,,-54.1791,82.6996,19.9347
23:46:52.732,eb:33:2e:f9:57:b5,,-1.01611,-0.091797,0.067871,,,0.12207,,,,,,,-54.1791,82.6996,19.9347
23:46:52.796,eb:33:2e:f9:57:b5,,-1.01856,-0.092285,0.064453,,0.061035,0.061035,,,,,,,-54.1736,82.6996,19.9402
23:46:52.829,eb:33:2e:f9:57:b5,,-1.01709,-0.092773,0.063477,,,0.183105,,,,,,,-54.1736,82.6996,19.9402
23:46:52.860,eb:33:2e:f9:57:b5,,-1.0166,-0.092285,0.064941,,,0.12207,,,,,,,-54.1736,82.6996,19.9402
23:46:52.908,eb:33:2e:f9:57:b5,,-1.01953,-0.091797,0.067383,,,0.183105,,,,,,,-54.1736,82.6996,19.9402
23:46:52.940,eb:33:2e:f9:57:b5,,-1.0166,-0.093262,0.064453,,,0.12207,,,,,,,-54.1681,82.6996,19.9457
23:46:52.972,eb:33:2e:f9:57:b5,,-1.0166,-0.091797,0.064453,,,0.12207,,,,,,,-54.1681,82.6996,19.9512
23:46:53.040,eb:33:2e:f9:57:b5,,-1.01856,-0.091797,0.068359,,,0.12207,,,,,,,-54.1626,82.6996,19.9512
23:46:53.068,eb:33:2e:f9:57:b5,,-1.01367,-0.09375,0.061035,,-0.061035,0.12207,,,,,,,-54.1626,82.6996,19.9567
23:46:53.102,eb:33:2e:f9:57:b5,,-1.01611,-0.09082,0.070312,,,0.12207,,,,,,,-54.1681,82.7051,19.9512
23:46:53.165,eb:33:2e:f9:57:b5,,-1.01758,-0.091309,0.065918,,,0.12207,,,,,,,-54.1516,82.6996,19.9677
23:46:53.179,eb:33:2e:f9:57:b5,,-1.01465,-0.09375,0.058594,,,0.12207,,,,,,,-54.1516,82.6996,19.9677
